LotArea,Neighborhood,HouseStyle,OverallCond,YearBuilt,Exterior1st,GarageCars,TotRmsAbvGrd,SaleType,MSZoning,SalePrice
21103.82654,NridgHt,2Story,5,2003.712344,Stone,3,11.340361,Oth,RL,596807.5244
11798.97552,NPkVill,2Story,5,2006.730959,VinylSd,3,9.538082,New,RL,425695.9834
14001.65038,NridgHt,2.5Unf,5,2001.288301,Plywood,2.580519,10.580519,Oth,RL,439439.816
13766.88859,NoRidge,1Story,5.819702,1978.663129,VinylSd,3,8.819702,WD,RL,468241.8661
20257.69827,NoRidge,2Story,5.832901,1996.33938,MetalSd,3,10.334197,WD,RL,726247.8444
32691.65617,NoRidge,2Story,5,1996.962146,MetalSd,3,10,WD,RL,614434.5975
31949.31263,NoRidge,2.5Unf,6.095282,1999.428305,VinylSd,3,8.452359,Oth,RL,398833.4885
13650.72644,StoneBr,2Story,5,2005.557748,VinylSd,2.968411,10,New,RL,438502.6446
12670.07793,NoRidge,1Story,5,1993.508399,CemntBd,2.10056,9.89944,WD,RL,429597.7603
15841.23429,NridgHt,1Story,6.53809,1959.087053,VinylSd,3,9.53809,WD,RL,469768.4408
14107.83012,NridgHt,2Story,5,2007.871106,VinylSd,3,11.98017,New,RL,583350.0923
14039.42303,NridgHt,2.5Unf,5,2004.383555,Plywood,3,9.07763,Oth,RL,413790.3958
14334.23721,NridgHt,1Story,5,2004.694507,VinylSd,3,9,New,RL,395949.4492
13305.6268,Sawyer,2.5Unf,5,2000.677551,Plywood,2.619825,10,Oth,RL,435442.0639
10547.43175,Crawfor,2Story,5,2006,Stucco,3,10.610414,New,RL,423626.9595
15209.62985,NridgHt,1Story,5,2008,VinylSd,3,10.287494,WD,RL,559015.2808
27739.72629,NoRidge,2Story,5,1999.767642,Plywood,3,10.733483,Oth,RL,609572.2779
14474.45458,NridgHt,2Story,5,2007.653166,VinylSd,3,11.946641,New,RL,584055.3277
12090.41959,NWAmes,2Story,5,2006.847118,VinylSd,3,9.305764,New,RL,425827.2436
12223.41084,NoRidge,2Story,5,2006.900124,VinylSd,3,9.199752,New,RL,425887.14
14231.91846,NridgHt,1Story,5,2005.928615,VinylSd,3,9,New,RL,395051.9163
12621.11044,NoRidge,2.5Fin,5,1996.877722,HdBoard,2.325181,9.674819,Oth,RL,428699.2742
14299.57002,NridgHt,1Story,5,2006,CemntBd,3,8.100622,New,RL,415619.0515
14512.44455,SWISU,2Story,5,2007.311919,VinylSd,3,10.655959,New,RL,443687.232
14276.44227,NridgHt,1Story,5,2006,CemntBd,3,8.116092,New,RL,415668.4113
14221.35352,NridgHt,2Story,5,2007.803622,VinylSd,3,11.969788,New,RL,583568.4649
13729.90837,NridgHt,2Story,5,2002.768781,VinylSd,3,9.971098,WD,RL,412225.4279
21019.45545,NridgHt,2Story,5,2003.762498,Stone,3,11.348077,Oth,RL,596645.229
17445.27248,NridgHt,2.5Unf,6.248324,1971.798599,VinylSd,3,11.312081,Oth,RL,455229.897
23923.96213,NridgHt,2Story,5,2002.035918,Stone,3,11.082449,Oth,RL,602232.3103
13741.93997,NridgHt,2Story,5,2002.7024,VinylSd,3,9.9628,WD,RL,412146.6002
29875.97855,NoRidge,2Story,5.413639,1994.586361,HdBoard,3,10,WD,RL,678773.131
10287.24686,Crawfor,2Story,5,2004.345634,Stucco,2.881831,10.881831,New,RL,425476.207
14540.52815,SWISU,2Story,5,2007.356285,VinylSd,3,10.678142,New,RL,443853.1826
35237.92887,NoRidge,2Story,5,1995.310345,HdBoard,3,10.047745,WD,RL,623995.7489
12686.91244,NoRidge,1Story,5,1992.350062,BrkFace,2.023337,9.976663,WD,RL,429906.6502
16392.39723,NridgHt,2Story,5.722018,1987.061475,VinylSd,3,11.180505,New,RL,451448.5196
14372.67152,NridgHt,1Story,5,2005.695557,HdBoard,3,8.202962,New,RL,415014.0563
31032.75146,NoRidge,2Story,5,1997.810107,MetalSd,3,10.432324,WD,RL,615906.7098
19412.91383,NoRidge,2Story,5.722385,1997.886605,MetalSd,3,10.555229,Oth,RL,707231.6849
10645.50729,Edwards,2.5Unf,5,2002.50638,Stone,2.750456,10.750456,New,RL,426150.1622
14843.49109,NoRidge,2.5Unf,5,1998.552191,VinylSd,3,9,Oth,RL,400416.5885
14953.69152,NoRidge,2.5Unf,5,1997.223019,VinylSd,3,9,WD,RL,401383.259
12349.03528,NoRidge,2.5Fin,5,2002.872392,VinylSd,3,8.802454,Oth,RL,461086.3796
11112.80871,MeadowV,2Story,5,2006.457477,VinylSd,3,10.085047,New,RL,425386.9485
12502.54057,NridgHt,2Story,5,2005.036199,Stucco,2.86908,9.13092,New,RL,426523.6801
18083.58949,NoRidge,2Story,5.548481,2000.321265,Plywood,3,10.903038,Oth,RL,677308.4965
12126.88497,NPkVill,2.5Fin,5,1994.901214,CemntBd,2.20723,10.20723,WD,RL,428936.9123
14492.06134,NridgHt,2.5Fin,5,2002.790927,VinylSd,3,9,Oth,RL,397333.8714
11899.27269,NoRidge,1Story,5.172908,1996.288249,VinylSd,3,8.172908,WD,RL,466867.4301
14568.32667,NridgHt,2.5Unf,5,2008,VinylSd,3,11.120355,Oth,RL,570647.4378
